geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
3141,-23.58845721,-46.57455217,sao paulo,SP
3142,-23.59059526,-46.57730158,sao paulo,SP
3143,-23.59020989,-46.57783356,sao paulo,SP
3144,-23.59450383,-46.57224575,são paulo,SP
3145,-23.59165311,-46.57239067,sao paulo,SP
3146,-23.59313242,-46.57686179,sao paulo,SP
3147,-23.59512091,-46.57334684,sao paulo,SP
3149,-23.57698293,-46.58716127,sao paulo,SP
3150,-23.58587084,-46.58792267,sao paulo,SP
3151,-23.58728364,-46.5862366,sao paulo,SP
3152,-23.59255236,-46.58181593,sao paulo,SP
3153,-23.59689569,-46.58061925,são paulo,SP
3154,-23.58291959,-46.56674927,sao paulo,SP
3155,-23.58115575,-46.57129791,sao paulo,SP
3156,-23.58085366,-46.56817122,sao paulo,SP
3157,-23.57715225,-46.57130069,sao paulo,SP
3158,-23.57576418,-46.56671945,sao paulo,SP
3159,-23.57884183,-46.56918188,sao paulo,SP
3160,-23.57873773,-46.56466688,são paulo,SP
3161,-23.57727689,-46.56338618,sao paulo,SP
3162,-23.55132779,-46.60360231,sao paulo,SP
3163,-23.54598588,-46.59593803,sao paulo,SP
3164,-23.54837606,-46.60923672,sao paulo,SP
3165,-23.55999665,-46.5859735,sao paulo,SP
3166,-23.54929881,-46.59560376,sao paulo,SP
3167,-23.5557449,-46.59460788,são paulo,SP
3168,-23.55439789,-46.59568963,sao paulo,SP
3169,-23.55291515,-46.5939765,sao paulo,SP
3170,-23.55090216,-46.59234068,sao paulo,SP
3171,-23.55070297,-46.59043468,sao paulo,SP
3172,-23.55270274,-46.58532811,sao paulo,SP
3173,-23.55329348,-46.58427014,sao paulo,SP
3174,-23.54707223,-46.58905013,sao paulo,SP
3175,-23.549368,-46.5844974,sao paulo,SP
3176,-23.55000793,-46.58786141,sao paulo,SP
3177,-23.55073311,-46.58622852,são paulo,SP
3178,-23.55347001,-46.58779032,são paulo,SP
3179,-23.5529186,-46.58143102,sao paulo,SP
3180,-23.55971357,-46.58774602,sao paulo,SP
3181,-23.55837118,-46.58214904,sao paulo,SP
3182,-23.55943764,-46.59142783,são paulo,SP
3183,-23.56035694,-46.59085956,sao paulo,SP
3184,-23.56417824,-46.58662066,sao paulo,SP
3185,-23.56338443,-46.58303459,sao paulo,SP
3186,-23.56556171,-46.58163874,sao paulo,SP
3187,-23.56113331,-46.57891781,sao paulo,SP
3188,-23.562632,-46.57834473,sao paulo,SP
3189,-23.5694697,-46.57783364,sao paulo,SP
3190,-23.56451691,-46.57388001,sao paulo,SP
3191,-23.56880146,-46.57173941,sao paulo,SP
3192,-23.57166058,-46.57754994,sao paulo,SP
3193,-23.57415477,-46.57645499,sao paulo,SP
3194,-23.56788989,-46.57394822,são paulo,SP
3195,-23.5704584,-46.5820272,sao paulo,SP
3201,-23.5986861,-46.5740034,sao paulo,SP
3202,-23.60072726,-46.57017922,sao paulo,SP
3203,-23.59386435,-46.57347663,sao paulo,SP
3204,-23.59549859,-46.55972696,sao paulo,SP
3205,-23.60275554,-46.56692499,sao paulo,SP
3206,-23.59869175,-46.56248318,sao paulo,SP
3207,-23.60066373,-46.56264155,sao paulo,SP
3208,-23.59937183,-46.55792003,sao paulo,SP
3209,-23.60125125,-46.55894892,sao paulo,SP
3210,-23.6006268,-46.54953091,sao paulo,SP
3211,-23.60109206,-46.55369625,sao paulo,SP
3212,-23.60429642,-46.56021506,sao paulo,SP
3213,-23.60636135,-46.56094792,sao paulo,SP
3214,-23.60806673,-46.56148327,são paulo,SP
3215,-23.60743412,-46.55682562,sao paulo,SP
3216,-23.60847856,-46.55619491,sao paulo,SP
3220,-23.60453364,-46.52842163,sao paulo,SP
3221,-23.59632319,-46.5403948,são paulo,SP
3222,-23.58527841,-46.5610943,sao paulo,SP
3223,-23.58985547,-46.55935189,são paulo,SP
3224,-23.59046705,-46.56098911,são paulo,SP
3225,-23.58499498,-46.55588386,sao paulo,SP
3226,-23.59185767,-46.56752279,sao paulo,SP
3227,-23.58636551,-46.57107896,sao paulo,SP
3231,-23.65080247,-46.65849944,são paulo,SP
3236,-23.59236812,-46.5533861,são paulo,SP
3237,-23.59345495,-46.55235597,são paulo,SP
3238,-23.59415636,-46.54931505,sao paulo,SP
3239,-23.5964639,-46.5466621,são paulo,SP
3240,-23.59840258,-46.54732485,sao paulo,SP
3241,-23.60025258,-46.54659636,são paulo,SP
3242,-23.59774006,-46.54375783,sao paulo,SP
3243,-23.59898784,-46.54197184,sao paulo,SP
3244,-23.60383267,-46.54086244,sao paulo,SP
3245,-23.60387382,-46.53546787,sao paulo,SP
3249,-23.59948906,-46.53346456,sao paulo,SP
3250,-23.60582984,-46.53178508,sao paulo,SP
3251,-23.60650176,-46.53722056,sao paulo,SP
3252,-23.60924715,-46.54230642,sao paulo,SP
3253,-23.60711091,-46.53119021,sao paulo,SP
3254,-23.60983668,-46.53119971,são paulo,SP
3255,-23.60128174,-46.52573981,sao paulo,SP
3256,-23.60985649,-46.52964693,sao paulo,SP
3257,-23.60827682,-46.52671491,sao paulo,SP
3258,-23.61058128,-46.52648833,sao paulo,SP
3259,-23.60356085,-46.52175387,sao paulo,SP
3260,-23.60405753,-46.51801099,sao paulo,SP
3261,-23.58666441,-46.55187516,sao paulo,SP
3262,-23.58840363,-46.54991767,sao paulo,SP
3263,-23.58923866,-46.54789753,são paulo,SP
3264,-23.59149436,-46.54472994,sao paulo,SP
3265,-23.59494036,-46.54115925,são paulo,SP
3266,-23.59838632,-46.53670008,sao paulo,SP
3267,-23.60090839,-46.52925257,sao paulo,SP
3268,-23.59893437,-46.5263975,sao paulo,SP
3269,-23.59941404,-46.52443946,sao paulo,SP
3270,-23.60076166,-46.52099071,são paulo,SP
3271,-23.60060739,-46.51784627,sao paulo,SP
3272,-23.60152617,-46.51461732,sao paulo,SP
3273,-23.5773469,-46.55995458,sao paulo,SP
3274,-23.5784962,-46.55725356,sao paulo,SP
3275,-23.58398714,-46.54139703,sao paulo,SP
3276,-23.57898435,-46.54721152,são paulo,SP
3277,-23.5832251,-46.54649565,sao paulo,SP
3278,-23.58217113,-46.5440381,sao paulo,SP
3279,-23.58487338,-46.54140042,sao paulo,SP
3280,-23.5835512,-46.53738367,sao paulo,SP
3281,-23.5882658,-46.54307501,sao paulo,SP
3282,-23.58861427,-46.5439182,são paulo,SP
3283,-23.5903178,-46.53928915,sao paulo,SP
3284,-23.58750366,-46.53687798,sao paulo,SP
3286,-23.59081738,-46.53525233,sao paulo,SP
3287,-23.59549802,-46.53310583,são paulo,SP
3288,-23.59264858,-46.53198943,sao paulo,SP
3289,-23.59514435,-46.52928289,sao paulo,SP
3294,-23.59285754,-46.53659861,sao paulo,SP
3295,-23.5881778,-46.54478574,sao paulo,SP
3301,-23.54330214,-46.58282993,sao paulo,SP
3302,-23.54496472,-46.5896935,sao paulo,SP
3303,-23.54520338,-46.58769816,sao paulo,SP
3304,-23.54514786,-46.57813032,sao paulo,SP
3305,-23.54656166,-46.57683131,são paulo,SP
3306,-23.54465173,-46.57571243,sao paulo,SP
3307,-23.54672413,-46.57405805,sao paulo,SP
3308,-23.54154753,-46.57190645,sao paulo,SP
3309,-23.5455521,-46.56741433,sao paulo,SP
3310,-23.54338155,-46.56683946,sao paulo,SP
3311,-23.54367644,-46.56404587,são paulo,SP
3312,-23.54846811,-46.55831555,sao paulo,SP
3313,-23.5452801,-46.55833696,sao paulo,SP
3314,-23.5413204,-46.56603387,sao paulo,SP
3315,-23.5422138,-46.56846285,são paulo,SP
3316,-23.54227577,-46.56634914,sao paulo,SP
3317,-23.54154695,-46.5606561,são paulo,SP
3318,-23.54437687,-46.56537641,sao paulo,SP
3319,-23.5448173,-46.56210024,sao paulo,SP
3320,-23.54653038,-46.56533762,sao paulo,SP
3321,-23.5474383,-46.56476051,são paulo,SP
3322,-23.54868916,-46.56553814,sao paulo,SP
3323,-23.54591893,-46.57241378,sao paulo,SP
3324,-23.55117193,-46.56581997,sao paulo,SP
3325,-23.55251588,-46.55693527,sao paulo,SP
3330,-23.54538473,-46.58532661,são paulo,SP
3331,-23.5475823,-46.58295189,são paulo,SP
3332,-23.55178603,-46.57513411,sao paulo,SP
3333,-23.55619058,-46.56912835,são paulo,SP
3334,-23.55365999,-46.57228291,sao paulo,SP
3335,-23.55493816,-46.56841445,sao paulo,SP
3336,-23.55385982,-46.56304462,sao paulo,SP
3337,-23.55620823,-46.56186139,sao paulo,SP
3338,-23.55969719,-46.56057952,sao paulo,SP
3340,-23.57034219,-46.55119132,sao paulo,SP
3342,-23.56123322,-46.56376233,sao paulo,SP
3343,-23.55933843,-46.57097407,sao paulo,SP
3344,-23.56002629,-46.57345956,sao paulo,SP
3345,-23.57157696,-46.56366059,sao paulo,SP
3346,-23.56018264,-46.5713646,sao paulo,SP
3347,-23.56268975,-46.56674098,sao paulo,SP
3348,-23.56605516,-46.56231418,sao paulo,SP
3349,-23.5672641,-46.56287585,sao paulo,SP
3350,-23.56946838,-46.56596474,sao paulo,SP
3351,-23.57209282,-46.5642635,sao paulo,SP
3355,-23.56044369,-46.55342163,sao paulo,SP
3356,-23.56565329,-46.5455063,sao paulo,SP
3357,-23.56512276,-46.55513072,sao paulo,SP
3358,-23.56568917,-46.5503797,sao paulo,SP
3359,-23.56682154,-46.54868787,sao paulo,SP
3360,-23.56928411,-46.54352104,sao paulo,SP
3361,-23.57365748,-46.52991121,sao paulo,SP
3362,-23.56505284,-46.5430306,sao paulo,SP
3363,-23.56275649,-46.53913023,sao paulo,SP
3364,-23.56515767,-46.5378593,sao paulo,SP
3365,-23.57002012,-46.53717191,sao paulo,SP
3366,-23.56462964,-46.53426768,sao paulo,SP
3367,-23.56934708,-46.53475012,sao paulo,SP
3370,-23.56992185,-46.55930876,sao paulo,SP
3371,-23.56846798,-46.55284854,sao paulo,SP
3372,-23.57055699,-46.55585348,sao paulo,SP
3373,-23.57335204,-46.55291231,sao paulo,SP
3374,-23.58852239,-46.53129129,sao paulo,SP
3375,-23.57399725,-46.54875472,sao paulo,SP
3376,-23.57740966,-46.54286364,sao paulo,SP
3377,-23.57488825,-46.54273362,sao paulo,SP
3378,-23.57098062,-46.53923864,sao paulo,SP
3379,-23.57594065,-46.53757503,são paulo,SP
3380,-23.57606764,-46.53256744,sao paulo,SP
3381,-23.57828613,-46.53324458,sao paulo,SP
3382,-23.57999808,-46.53127969,sao paulo,SP
3383,-23.58225628,-46.53061992,sao paulo,SP
3384,-23.57805737,-46.52272883,sao paulo,SP
3385,-23.58284049,-46.5253537,sao paulo,SP
3386,-23.57238121,-46.55064229,são paulo,SP
3387,-23.58584324,-46.52933705,sao paulo,SP
3388,-23.58813433,-46.52972888,sao paulo,SP
3389,-23.59002821,-46.5279126,sao paulo,SP
3390,-23.5923868,-46.52581953,sao paulo,SP
3401,-23.5487761,-46.5547095,sao paulo,SP
3402,-23.5438327,-46.54577257,sao paulo,SP
3403,-23.54549919,-46.54298309,sao paulo,SP
3404,-23.53775272,-46.55409684,sao paulo,SP
3405,-23.53836202,-46.54893972,sao paulo,SP
3406,-23.54120497,-46.54559838,sao paulo,SP
3407,-23.54338812,-46.55095502,sao paulo,SP
3408,-23.54710199,-46.55323325,são paulo,SP
3409,-23.54718619,-46.55070588,sao paulo,SP
3410,-23.55046185,-46.55143657,sao paulo,SP
3411,-23.54781986,-46.54756094,sao paulo,SP
3412,-23.55522288,-46.55109625,sao paulo,SP
3413,-23.55470942,-46.54785614,sao paulo,SP
3414,-23.56061233,-46.54867984,sao paulo,SP
3415,-23.55974068,-46.54514607,sao paulo,SP
3416,-23.56098129,-46.54936098,sao paulo,SP
3417,-23.53989924,-46.54740653,sao paulo,SP
3420,-23.54942936,-46.54572839,sao paulo,SP
3421,-23.55161134,-46.54513678,sao paulo,SP
3422,-23.5556842,-46.54412419,são paulo,SP
3423,-23.55103874,-46.54148574,sao paulo,SP
3424,-23.55238521,-46.54079134,sao paulo,SP
3425,-23.55554458,-46.53985544,sao paulo,SP
3426,-23.55233644,-46.53686856,sao paulo,SP
3427,-23.55280915,-46.53652663,são paulo,SP
3428,-23.55346845,-46.53848929,sao paulo,SP
3429,-23.55354633,-46.53614248,sao paulo,SP
3430,-23.54972963,-46.53778402,sao paulo,SP
3431,-23.55047243,-46.53884596,sao paulo,SP
3432,-23.55810946,-46.53665448,sao paulo,SP
3433,-23.56013881,-46.53418583,sao paulo,SP
3434,-23.55963335,-46.53286065,são paulo,SP
3435,-23.55858107,-46.53087656,sao paulo,SP
3436,-23.55951372,-46.53141043,sao paulo,SP
3437,-23.55849531,-46.52911922,sao paulo,SP
3438,-23.55868959,-46.52719871,sao paulo,SP
3440,-23.54454291,-46.54361934,sao paulo,SP
3441,-23.54676332,-46.53676429,sao paulo,SP
3442,-23.54378827,-46.53990034,são paulo,SP
3443,-23.54411608,-46.535906,sao paulo,SP
3444,-23.54511831,-46.53442236,são paulo,SP
3445,-23.54876817,-46.52872609,sao paulo,SP
3446,-23.55061575,-46.52914594,são paulo,SP
3447,-23.5533898,-46.52528956,são paulo,SP
3448,-23.55372549,-46.52277327,sao paulo,SP
3449,-23.55605153,-46.52261721,são paulo,SP
3450,-23.55578778,-46.51840157,sao paulo,SP
3451,-23.55864353,-46.51925843,sao paulo,SP
3452,-23.5676378,-46.51066886,sao paulo,SP
3453,-23.56437506,-46.51425029,são paulo,SP
3454,-23.56318536,-46.51248297,sao paulo,SP
3455,-23.56556817,-46.50967704,sao paulo,SP
3456,-23.56944697,-46.50651112,são paulo,SP
3460,-23.56523148,-46.5177477,sao paulo,SP
3461,-23.56988248,-46.52553596,sao paulo,SP
3462,-23.5738448,-46.52772658,são paulo,SP
3463,-23.57231327,-46.5307805,sao paulo,SP
3470,-23.56911279,-46.52228691,sao paulo,SP
3471,-23.56509562,-46.51856509,sao paulo,SP
3472,-23.57440914,-46.52207894,sao paulo,SP
3474,-23.5725257,-46.51483704,são paulo,SP
3475,-23.57469334,-46.51620621,sao paulo,SP
3476,-23.57207939,-46.51148786,sao paulo,SP
3477,-23.56849994,-46.51180958,sao paulo,SP
3478,-23.57148534,-46.51342385,sao paulo,SP
3479,-23.57538688,-46.50810683,sao paulo,SP
3480,-23.5781716,-46.50730741,sao paulo,SP
3490,-23.5558701,-46.5165225,sao paulo,SP
3501,-23.53344831,-46.54027294,são paulo,SP
3502,-23.53652817,-46.54238297,sao paulo,SP
3503,-23.53694199,-46.54170793,são paulo,SP
3504,-23.53755537,-46.53822847,sao paulo,SP
3505,-23.53496135,-46.53859119,são paulo,SP
3506,-23.53747319,-46.53570579,sao paulo,SP
3507,-23.53783926,-46.53862536,sao paulo,SP
3508,-23.53474003,-46.53293131,sao paulo,SP
3509,-23.53589348,-46.52907615,são paulo,SP
3510,-23.5388054,-46.53089979,sao paulo,SP
3511,-23.53492121,-46.52716377,são paulo,SP
3512,-23.53904043,-46.52661282,sao paulo,SP
3513,-23.53583699,-46.52310864,sao paulo,SP
3514,-23.53379801,-46.51787272,sao paulo,SP
3515,-23.53976264,-46.53152855,sao paulo,SP
3516,-23.54154281,-46.52463207,sao paulo,SP
3517,-23.5437287,-46.528242,sao paulo,SP
3518,-23.54454336,-46.52427199,sao paulo,SP
3519,-23.54678846,-46.52310509,sao paulo,SP
3520,-23.54706743,-46.52164439,sao paulo,SP
3521,-23.54758378,-46.51853405,sao paulo,SP
3522,-23.54790912,-46.51891761,sao paulo,SP
3523,-23.54996612,-46.5163995,sao paulo,SP
3524,-23.54851527,-46.51423507,sao paulo,SP
3525,-23.54853362,-46.51837017,sao paulo,SP
3526,-23.55253994,-46.50149166,são paulo,SP
3527,-23.54512158,-46.52934746,sao paulo,SP
3530,-23.53880753,-46.52012161,sao paulo,SP
3531,-23.54116798,-46.51841215,sao paulo,SP
3532,-23.54203179,-46.51586608,são paulo,SP
3533,-23.54455956,-46.51680507,sao paulo,SP
3534,-23.54599188,-46.50970757,são paulo,SP
3535,-23.54520118,-46.50581846,sao paulo,SP
3540,-23.53508322,-46.49952831,são paulo,SP
3541,-23.53496679,-46.5180134,são paulo,SP
3542,-23.53103954,-46.51583258,sao paulo,SP
3543,-23.53500721,-46.51490381,sao paulo,SP
3544,-23.53167419,-46.51135489,sao paulo,SP
3545,-23.53263798,-46.51224065,sao paulo,SP
3546,-23.53580687,-46.50960002,são paulo,SP
3547,-23.53834207,-46.51257059,sao paulo,SP
3548,-23.54080094,-46.51177859,sao paulo,SP
3550,-23.53123454,-46.50691508,sao paulo,SP
3551,-23.53320355,-46.50341968,sao paulo,SP
3552,-23.53556756,-46.50420977,sao paulo,SP
3553,-23.53422174,-46.50685724,sao paulo,SP
3554,-23.5380488,-46.50652036,sao paulo,SP
3555,-23.53851842,-46.49875812,sao paulo,SP
3556,-23.5398391,-46.50066118,são paulo,SP
3557,-23.54151834,-46.50490729,sao paulo,SP
3558,-23.54395986,-46.5020659,sao paulo,SP
3559,-23.54653142,-46.50224298,sao paulo,SP
3560,-23.54761003,-46.4997765,sao paulo,SP
3561,-23.54773676,-46.4949962,sao paulo,SP
3562,-23.54485289,-46.49672422,são paulo,SP
3563,-23.54648128,-46.49189066,são paulo,SP
3564,-23.53516852,-46.49726785,sao paulo,SP
3565,-23.53862391,-46.49447915,sao paulo,SP
3566,-23.54034942,-46.49712028,sao paulo,SP
3567,-23.53989582,-46.48962526,sao paulo,SP
3568,-23.54200079,-46.48484333,sao paulo,SP
3569,-23.54315016,-46.49010131,sao paulo,SP
3570,-23.5662324,-46.48729265,sao paulo,SP
3571,-23.56943251,-46.48596031,sao paulo,SP
3572,-23.57483597,-46.49680878,sao paulo,SP
3573,-23.55913134,-46.50884108,sao paulo,SP
3574,-23.55485523,-46.51209025,sao paulo,SP
3575,-23.55629667,-46.50741604,sao paulo,SP
3576,-23.55246537,-46.50817935,são paulo,SP
3577,-23.55315642,-46.50308034,sao paulo,SP
3578,-23.55842803,-46.5048267,sao paulo,SP
3579,-23.56337315,-46.49598896,sao paulo,SP
3580,-23.55329843,-46.49992444,sao paulo,SP
3581,-23.55580997,-46.49963791,sao paulo,SP
3582,-23.55736367,-46.49773605,sao paulo,SP
3583,-23.55804163,-46.49418859,sao paulo,SP
3584,-23.56027735,-46.48664304,são paulo,SP
3585,-23.56577,-46.49178572,sao paulo,SP
3586,-23.55622067,-46.48903942,sao paulo,SP
3587,-23.55615045,-46.48741941,são paulo,SP
3588,-23.55825096,-46.48709244,sao paulo,SP
3589,-23.55166853,-46.48650878,sao paulo,SP
3590,-23.54655346,-46.48340739,sao paulo,SP
3591,-23.55047071,-46.48017143,sao paulo,SP
3601,-23.51455854,-46.52108947,sao paulo,SP
3602,-23.53223814,-46.57226394,sao paulo,SP
3603,-23.5242055,-46.55007534,sao paulo,SP
3604,-23.52371731,-46.55062104,são paulo,SP
3605,-23.52145676,-46.54980935,sao paulo,SP
3606,-23.52256925,-46.54756099,sao paulo,SP
3607,-23.51980833,-46.54202229,são paulo,SP
3608,-23.51677889,-46.54314576,sao paulo,SP
3609,-23.51603189,-46.54180709,sao paulo,SP
3610,-23.51995453,-46.53960081,sao paulo,SP
3611,-23.51955758,-46.53768299,sao paulo,SP
3612,-23.51749959,-46.5357429,sao paulo,SP
3613,-23.51919319,-46.53363245,sao paulo,SP
3614,-23.51766252,-46.53169823,sao paulo,SP
3615,-23.51828973,-46.52993833,sao paulo,SP
3616,-23.51802011,-46.52769687,sao paulo,SP
3617,-23.51808859,-46.52550376,sao paulo,SP
3618,-23.51600942,-46.52195191,são paulo,SP
3619,-23.51323415,-46.51475787,sao paulo,SP
3620,-23.51995628,-46.52420522,sao paulo,SP
3621,-23.51989401,-46.52214031,são paulo,SP
3622,-23.52045199,-46.51904595,sao paulo,SP
3623,-23.51870666,-46.51631237,sao paulo,SP
3624,-23.51490989,-46.51512663,sao paulo,SP
3625,-23.51593693,-46.51179191,sao paulo,SP
3626,-23.5131776,-46.5096299,sao paulo,SP
3627,-23.51175571,-46.50577844,sao paulo,SP
3630,-23.53266088,-46.55000834,são paulo,SP
3631,-23.53049212,-46.55100937,sao paulo,SP
3632,-23.52798206,-46.54977981,são paulo,SP
3633,-23.52957861,-46.54595145,sao paulo,SP
3634,-23.52512293,-46.54710748,são paulo,SP
3635,-23.51731045,-46.5197812,sao paulo,SP
3636,-23.52234062,-46.52866708,são paulo,SP
3637,-23.52504164,-46.54352516,sao paulo,SP
3638,-23.52823824,-46.54152974,sao paulo,SP
3639,-23.52585382,-46.54028232,sao paulo,SP
3640,-23.53118131,-46.54137488,sao paulo,SP
3641,-23.5238973,-46.54499252,sao paulo,SP
3642,-23.52640356,-46.53563962,sao paulo,SP
3643,-23.52785838,-46.53424303,sao paulo,SP
3644,-23.52600858,-46.53344299,sao paulo,SP
3645,-23.52505543,-46.53176551,sao paulo,SP
3646,-23.52547119,-46.52961502,sao paulo,SP
3647,-23.52595781,-46.52763524,sao paulo,SP
3648,-23.52486568,-46.52727642,sao paulo,SP
3649,-23.52742879,-46.52388212,sao paulo,SP
3650,-23.52719794,-46.52313642,sao paulo,SP
3651,-23.52673778,-46.51986041,são paulo,SP
3652,-23.51449134,-46.50583754,sao paulo,SP
3653,-23.51764636,-46.51069909,são paulo,SP
3654,-23.52521944,-46.51702871,sao paulo,SP
3655,-23.52542876,-46.51380633,sao paulo,SP
3656,-23.52560659,-46.5098204,sao paulo,SP
3657,-23.52763349,-46.50400413,são paulo,SP
3658,-23.52813994,-46.50066365,sao paulo,SP
3659,-23.52154004,-46.51139904,sao paulo,SP
3660,-23.52225246,-46.5071813,sao paulo,SP
3661,-23.52406964,-46.50252777,sao paulo,SP
3662,-23.52272852,-46.50003339,sao paulo,SP
3663,-23.52468838,-46.50057596,sao paulo,SP
3664,-23.52544317,-46.49841987,sao paulo,SP
3665,-23.52680135,-46.49679065,sao paulo,SP
3666,-23.52866988,-46.49566476,sao paulo,SP
3667,-23.53130695,-46.49479456,sao paulo,SP
3668,-23.53350315,-46.48968962,sao paulo,SP
3669,-23.53165778,-46.49138353,são paulo,SP
3670,-23.51719794,-46.50663196,sao paulo,SP
3671,-23.51735048,-46.50314872,são paulo,SP
3672,-23.51618748,-46.5026945,sao paulo,SP
3673,-23.51476791,-46.50250782,sao paulo,SP
3674,-23.51858166,-46.49965568,sao paulo,SP
3675,-23.51917011,-46.49731178,são paulo,SP
3676,-23.5182965,-46.49345096,sao paulo,SP
3677,-23.52487354,-46.50607493,sao paulo,SP
3678,-23.51749486,-46.48987604,são paulo,SP
3679,-23.51966506,-46.48912231,sao paulo,SP
3680,-23.52351291,-46.48932142,sao paulo,SP
3681,-23.52228468,-46.48657993,sao paulo,SP
3682,-23.51943354,-46.48242393,são paulo,SP
3683,-23.52192001,-46.48230181,sao paulo,SP
3685,-23.52414488,-46.47840267,sao paulo,SP
3687,-23.52648193,-46.48639538,sao paulo,SP
3688,-23.52795228,-46.48405348,sao paulo,SP
3689,-23.5294962,-46.48159665,sao paulo,SP
3690,-23.52845977,-46.47831604,sao paulo,SP
3691,-23.53413108,-46.48345285,sao paulo,SP
3692,-23.53331554,-46.48026359,sao paulo,SP
3693,-23.53178641,-46.47668102,sao paulo,SP
3694,-23.53207132,-46.47633256,sao paulo,SP
3695,-23.52467361,-46.49539126,são paulo,SP
3701,-23.5134974,-46.55024451,são paulo,SP
3702,-23.5159779,-46.54737186,sao paulo,SP
3703,-23.5138144,-46.55060393,sao paulo,SP
3704,-23.51250584,-46.55287887,sao paulo,SP
3707,-23.50735758,-46.54417948,sao paulo,SP
3710,-23.51187783,-46.54888717,sao paulo,SP
3711,-23.50755311,-46.52911626,sao paulo,SP
3712,-23.50771886,-46.52906265,sao paulo,SP
3713,-23.51068374,-46.54592953,sao paulo,SP
3714,-23.50771858,-46.54051766,sao paulo,SP
3715,-23.50653852,-46.53759606,sao paulo,SP
3716,-23.50474887,-46.53369227,sao paulo,SP
3717,-23.5106932,-46.52782758,sao paulo,SP
3718,-23.49850504,-46.52925323,sao paulo,SP
3720,-23.50269192,-46.52979795,sao paulo,SP
3721,-23.50280386,-46.52430246,sao paulo,SP
3725,-23.49993791,-46.51858686,sao paulo,SP
3726,-23.50087451,-46.51611816,sao paulo,SP
3727,-23.50257131,-46.51305552,sao paulo,SP
3728,-23.50132291,-46.50961283,sao paulo,SP
3729,-23.50096776,-46.5050217,sao paulo,SP
3730,-23.53391652,-46.56195502,sao paulo,SP
3731,-23.51086005,-46.53675954,são paulo,SP
3732,-23.51116412,-46.53330351,sao paulo,SP
3733,-23.5100156,-46.52886234,sao paulo,SP
3734,-23.5099347,-46.52515656,sao paulo,SP
3735,-23.50964306,-46.52117239,sao paulo,SP
3736,-23.50816629,-46.5164008,sao paulo,SP
3737,-23.5089427,-46.51231048,sao paulo,SP
3738,-23.50752671,-46.50745645,sao paulo,SP
3739,-23.51405019,-46.54663791,sao paulo,SP
3755,-23.51137589,-46.50276219,sao paulo,SP
3756,-23.50655232,-46.50371261,sao paulo,SP
3757,-23.50748495,-46.49733903,sao paulo,SP
3758,-23.50430618,-46.49966827,sao paulo,SP
3759,-23.50263505,-46.49317674,sao paulo,SP
3801,-23.50284763,-46.49002927,sao paulo,SP
3802,-23.50244734,-46.48560524,sao paulo,SP
3803,-23.49555929,-46.48735883,sao paulo,SP
3804,-23.4991434,-46.48329855,sao paulo,SP
3805,-23.5044665,-46.48092312,sao paulo,SP
3806,-23.49751898,-46.47760601,sao paulo,SP
3807,-23.49956917,-46.47297735,sao paulo,SP
3808,-23.49397773,-46.47482439,são paulo,SP
3809,-23.4906635,-46.47631091,sao paulo,SP
3810,-23.49046179,-46.47241736,sao paulo,SP
3811,-23.49104157,-46.48255023,sao paulo,SP
3812,-23.48993071,-46.47620396,sao paulo,SP
3813,-23.48823413,-46.46998901,sao paulo,SP
3814,-23.48910579,-46.48490023,sao paulo,SP
3816,-23.48971545,-46.48929187,sao paulo,SP
3817,-23.49256132,-46.49267293,sao paulo,SP
3818,-23.49744829,-46.49414128,sao paulo,SP
3819,-23.49927014,-46.49730993,sao paulo,SP
3820,-23.49586309,-46.50308451,sao paulo,SP
3821,-23.49450896,-46.5033429,são paulo,SP
3822,-23.49813982,-46.49572758,sao paulo,SP
3823,-23.49799948,-46.48582675,sao paulo,SP
3827,-23.48384993,-46.48181903,sao paulo,SP
3828,-23.48164866,-46.49334618,sao paulo,SP
3831,-23.58705153,-46.5803211,são paulo,SP
3840,-23.60153821,-46.46167529,são paulo,SP
3870,-23.50790082,-46.48782021,sao paulo,SP
3871,-23.50813524,-46.49215922,sao paulo,SP
3872,-23.51245973,-46.50082149,sao paulo,SP
3873,-23.51039575,-46.49595517,sao paulo,SP
3874,-23.51245734,-46.49550283,sao paulo,SP
3875,-23.51348136,-46.496039,sao paulo,SP
3876,-23.51120189,-46.4942625,sao paulo,SP
3877,-23.51161645,-46.49150766,sao paulo,SP
3878,-23.51048637,-46.49377179,sao paulo,SP
3880,-23.50832107,-46.48545546,sao paulo,SP
3881,-23.5099878,-46.48843048,são paulo,SP
3882,-23.51146222,-46.4851466,sao paulo,SP
3883,-23.50886722,-46.48218366,sao paulo,SP
3884,-23.51220692,-46.48109047,sao paulo,SP
3886,-23.50958864,-46.48081271,sao paulo,SP
3887,-23.51095758,-46.47843552,sao paulo,SP
3888,-23.50860498,-46.47927294,sao paulo,SP
3889,-23.51285804,-46.47698566,sao paulo,SP
3890,-23.51576897,-46.48821453,sao paulo,SP
3891,-23.51310114,-46.48929705,sao paulo,SP
3892,-23.51359211,-46.48669476,sao paulo,SP
3893,-23.51476012,-46.48402845,sao paulo,SP
3894,-23.51545915,-46.48182178,são paulo,SP
3895,-23.51561828,-46.47928013,são paulo,SP
3896,-23.51390937,-46.4796774,sao paulo,SP
